문의번호,접수일시,접수월,접수요일,접수시간대,지역,문의채널,문의유형,우선순위,처리상태,처리담당자,처리시간(분),고객만족도,SLA준수
INQ-20241069,2024-06-19 14:47,2024-06,수,14시,경북,전화,배송문의,보통,대기,이재원,,,미결
INQ-20240140,2024-06-19 15:20,2024-06,수,15시,광주,이메일,결제문의,보통,재문의,최현우,,,미결
INQ-20240990,2024-06-19 15:36,2024-06,수,15시,울산,이메일,반품/교환,보통,처리중,박소연,,,미결
INQ-20242682,2024-06-19 17:37,2024-06,수,17시,인천,카카오톡,상품문의,높음,처리완료,이재원,12.0,4.0,Y
INQ-20243437,2024-06-19 19:10,2024-06,수,19시,충북,전화,계정문의,낮음,처리완료,최현우,17.0,5.0,Y
INQ-20243294,2024-06-20 00:15,2024-06,목,00시,경기,전화,반품/교환,보통,처리완료,이재원,27.0,3.0,Y
INQ-20240285,2024-06-20 00:22,2024-06,목,00시,경기,이메일,상품문의,높음,처리중,정다은,,,미결
INQ-20242953,2024-06-20 01:44,2024-06,목,01시,대전,앱,배송문의,낮음,처리중,정다은,,,미결
INQ-20240546,2024-06-20 03:45,2024-06,목,03시,경기,전화,결제문의,보통,대기,장현석,,,미결
INQ-20244194,2024-06-20 04:33,2024-06,목,04시,부산,전화,배송문의,보통,처리완료,윤지아,16.0,3.0,Y
INQ-20242008,2024-06-20 09:00,2024-06,목,09시,서울,카카오톡,반품/교환,높음,처리중,최현우,,,미결
INQ-20242619,2024-06-20 10:55,2024-06,목,10시,전북,이메일,배송문의,보통,처리완료,윤지아,22.0,5.0,N
INQ-20241440,2024-06-20 13:45,2024-06,목,13시,전남,채팅,결제문의,높음,처리완료,장현석,13.0,4.0,Y
INQ-20244248,2024-06-20 14:16,2024-06,목,14시,전북,이메일,배송문의,높음,처리완료,한승호,7.0,5.0,Y
INQ-20244145,2024-06-20 15:33,2024-06,목,15시,서울,이메일,결제문의,보통,대기,장현석,,,미결
INQ-20242369,2024-06-20 15:58,2024-06,목,15시,인천,카카오톡,반품/교환,보통,처리완료,이재원,53.0,4.0,Y
INQ-20243925,2024-06-20 18:34,2024-06,목,18시,경기,이메일,배송문의,보통,처리완료,윤지아,20.0,3.0,Y
INQ-20240912,2024-06-20 19:58,2024-06,목,19시,충남,전화,계정문의,보통,처리완료,한승호,25.0,2.0,Y
INQ-20242363,2024-06-20 20:03,2024-06,목,20시,서울,전화,계정문의,높음,처리완료,장현석,38.0,3.0,Y
INQ-20243783,2024-06-20 23:00,2024-06,목,23시,충남,채팅,결제문의,보통,처리중,박소연,,,미결
INQ-20240442,2024-06-20 23:08,2024-06,목,23시,서울,이메일,배송문의,보통,대기,박소연,,,미결
INQ-20243462,2024-06-21 06:12,2024-06,금,06시,충남,전화,상품문의,보통,처리중,이재원,,,미결
INQ-20240740,2024-06-21 08:05,2024-06,금,08시,서울,전화,상품문의,보통,처리중,장현석,,,미결
INQ-20242938,2024-06-21 08:40,2024-06,금,08시,경기,이메일,상품문의,보통,처리완료,김민지,9.0,4.0,Y
INQ-20242228,2024-06-21 10:09,2024-06,금,10시,울산,채팅,배송문의,보통,대기,한승호,,,미결
INQ-20242519,2024-06-21 10:53,2024-06,금,10시,경북,전화,상품문의,보통,처리완료,정다은,12.0,4.0,Y
INQ-20240030,2024-06-21 12:01,2024-06,금,12시,서울,전화,반품/교환,보통,처리완료,김민지,25.0,5.0,Y
INQ-20240911,2024-06-21 12:04,2024-06,금,12시,경기,카카오톡,반품/교환,보통,대기,정다은,,,미결
INQ-20241343,2024-06-21 12:46,2024-06,금,12시,충북,채팅,반품/교환,낮음,처리완료,김민지,32.0,5.0,Y
INQ-20242735,2024-06-21 13:11,2024-06,금,13시,서울,이메일,계정문의,높음,처리중,한승호,,,미결
INQ-20242162,2024-06-21 14:16,2024-06,금,14시,충북,이메일,상품문의,보통,대기,이재원,,,미결
INQ-20242060,2024-06-21 17:47,2024-06,금,17시,서울,채팅,배송문의,보통,처리완료,최현우,14.0,5.0,Y
INQ-20240047,2024-06-21 18:17,2024-06,금,18시,서울,카카오톡,기타,낮음,처리중,김민지,,,미결
INQ-20240753,2024-06-21 18:30,2024-06,금,18시,제주,채팅,배송문의,보통,대기,김민지,,,미결
INQ-20240355,2024-06-21 21:55,2024-06,금,21시,서울,전화,상품문의,낮음,처리중,윤지아,,,미결
INQ-20241809,2024-06-21 21:55,2024-06,금,21시,충남,채팅,계정문의,높음,처리완료,한승호,44.0,4.0,N
INQ-20243241,2024-06-22 07:03,2024-06,토,07시,강원,전화,반품/교환,보통,처리완료,윤지아,33.0,4.0,Y
INQ-20241778,2024-06-22 10:34,2024-06,토,10시,부산,채팅,결제문의,낮음,처리완료,장현석,34.0,4.0,N
INQ-20242035,2024-06-22 14:48,2024-06,토,14시,경기,전화,배송문의,높음,처리중,정다은,,,미결
INQ-20240150,2024-06-22 15:09,2024-06,토,15시,부산,채팅,배송문의,높음,처리완료,윤지아,21.0,5.0,N
INQ-20240764,2024-06-22 15:25,2024-06,토,15시,서울,채팅,상품문의,보통,처리완료,한승호,8.0,4.0,Y
INQ-20244977,2024-06-22 15:37,2024-06,토,15시,경기,이메일,서비스불만,낮음,대기,이재원,,,미결
INQ-20240396,2024-06-22 19:16,2024-06,토,19시,서울,이메일,기타,높음,재문의,정다은,,,미결
INQ-20242875,2024-06-22 19:47,2024-06,토,19시,서울,채팅,배송문의,낮음,처리완료,최현우,15.0,4.0,Y
INQ-20240786,2024-06-23 00:49,2024-06,일,00시,강원,이메일,배송문의,보통,처리완료,장현석,16.0,4.0,Y
INQ-20240383,2024-06-23 03:29,2024-06,일,03시,경기,전화,배송문의,보통,처리완료,김민지,10.0,3.0,Y
INQ-20240118,2024-06-23 06:25,2024-06,일,06시,울산,채팅,배송문의,높음,처리중,장현석,,,미결
INQ-20243009,2024-06-23 07:56,2024-06,일,07시,경기,앱,배송문의,보통,처리완료,정다은,5.0,4.0,Y
INQ-20244949,2024-06-23 09:32,2024-06,일,09시,경기,이메일,반품/교환,보통,처리완료,한승호,48.0,4.0,Y
INQ-20243427,2024-06-23 09:50,2024-06,일,09시,경기,채팅,결제문의,낮음,처리완료,윤지아,10.0,4.0,Y
INQ-20244096,2024-06-23 12:28,2024-06,일,12시,강원,채팅,배송문의,낮음,처리완료,정다은,23.0,2.0,N
INQ-20240112,2024-06-23 15:01,2024-06,일,15시,제주,채팅,반품/교환,보통,처리완료,최현우,36.0,4.0,Y
INQ-20241605,2024-06-23 15:20,2024-06,일,15시,서울,전화,서비스불만,보통,대기,정다은,,,미결
INQ-20241749,2024-06-23 17:42,2024-06,일,17시,충북,앱,반품/교환,높음,처리중,김민지,,,미결
INQ-20243267,2024-06-23 19:27,2024-06,일,19시,인천,카카오톡,반품/교환,보통,처리완료,한승호,51.0,5.0,Y
INQ-20241012,2024-06-23 20:42,2024-06,일,20시,강원,채팅,결제문의,낮음,처리완료,윤지아,36.0,4.0,N
INQ-20240910,2024-06-23 21:38,2024-06,일,21시,인천,전화,반품/교환,보통,처리완료,이재원,45.0,4.0,Y
INQ-20242805,2024-06-23 22:21,2024-06,일,22시,서울,이메일,배송문의,낮음,처리중,윤지아,,,미결
INQ-20242481,2024-06-24 02:03,2024-06,월,02시,충북,이메일,결제문의,보통,재문의,윤지아,,,미결
INQ-20242707,2024-06-24 03:01,2024-06,월,03시,제주,이메일,배송문의,높음,처리완료,윤지아,20.0,4.0,Y
INQ-20244066,2024-06-24 03:10,2024-06,월,03시,경기,카카오톡,배송문의,보통,재문의,윤지아,,,미결
INQ-20242474,2024-06-24 05:05,2024-06,월,05시,경기,채팅,서비스불만,보통,처리중,윤지아,,,미결
INQ-20242968,2024-06-24 05:11,2024-06,월,05시,서울,채팅,반품/교환,낮음,처리완료,윤지아,2.0,4.0,Y
INQ-20243686,2024-06-24 05:58,2024-06,월,05시,서울,이메일,상품문의,보통,처리완료,윤지아,13.0,4.0,Y
INQ-20244511,2024-06-24 06:04,2024-06,월,06시,경북,카카오톡,상품문의,보통,처리완료,장현석,8.0,2.0,Y
INQ-20240464,2024-06-24 08:34,2024-06,월,08시,대전,카카오톡,계정문의,보통,처리중,한승호,,,미결
INQ-20243918,2024-06-24 10:17,2024-06,월,10시,충북,이메일,배송문의,보통,대기,박소연,,,미결
INQ-20243165,2024-06-24 12:13,2024-06,월,12시,서울,전화,계정문의,높음,대기,박소연,,,미결
INQ-20240814,2024-06-24 12:14,2024-06,월,12시,서울,전화,상품문의,보통,처리중,최현우,,,미결
INQ-20241353,2024-06-24 12:27,2024-06,월,12시,경기,채팅,상품문의,보통,재문의,장현석,,,미결
INQ-20244427,2024-06-24 14:49,2024-06,월,14시,충북,채팅,반품/교환,보통,처리완료,한승호,15.0,4.0,Y
INQ-20240415,2024-06-24 23:27,2024-06,월,23시,인천,전화,계정문의,높음,대기,최현우,,,미결
INQ-20242056,2024-06-24 23:42,2024-06,월,23시,서울,이메일,반품/교환,보통,처리완료,이재원,74.0,3.0,N
INQ-20244099,2024-06-25 02:26,2024-06,화,02시,인천,채팅,결제문의,낮음,처리완료,박소연,13.0,4.0,Y
INQ-20241422,2024-06-25 03:44,2024-06,화,03시,인천,카카오톡,서비스불만,보통,처리완료,김민지,1.0,4.0,Y
INQ-20241472,2024-06-25 04:22,2024-06,화,04시,제주,채팅,배송문의,낮음,대기,이재원,,,미결
INQ-20243091,2024-06-25 04:30,2024-06,화,04시,경기,앱,계정문의,보통,대기,최현우,,,미결
INQ-20243793,2024-06-25 09:28,2024-06,화,09시,경기,전화,상품문의,높음,처리중,박소연,,,미결
INQ-20240456,2024-06-25 13:10,2024-06,화,13시,경기,이메일,결제문의,낮음,처리완료,한승호,15.0,4.0,Y
INQ-20242407,2024-06-25 13:29,2024-06,화,13시,제주,전화,서비스불만,높음,처리완료,정다은,14.0,1.0,Y
INQ-20243597,2024-06-25 17:05,2024-06,화,17시,서울,앱,계정문의,보통,대기,이재원,,,미결
INQ-20240249,2024-06-25 17:41,2024-06,화,17시,경기,전화,서비스불만,높음,처리완료,한승호,61.0,4.0,N
INQ-20242094,2024-06-25 18:13,2024-06,화,18시,경남,전화,배송문의,보통,처리중,정다은,,,미결
INQ-20244817,2024-06-25 20:39,2024-06,화,20시,경기,카카오톡,반품/교환,보통,처리중,이재원,,,미결
INQ-20244773,2024-06-25 21:36,2024-06,화,21시,강원,채팅,상품문의,보통,처리완료,이재원,14.0,3.0,Y
INQ-20240328,2024-06-25 21:40,2024-06,화,21시,대구,전화,반품/교환,보통,처리중,최현우,,,미결
INQ-20242331,2024-06-25 23:17,2024-06,화,23시,전북,카카오톡,반품/교환,낮음,처리중,박소연,,,미결
INQ-20244433,2024-06-26 00:12,2024-06,수,00시,광주,카카오톡,상품문의,보통,처리완료,한승호,11.0,4.0,Y
INQ-20243974,2024-06-26 02:42,2024-06,수,02시,경기,전화,서비스불만,보통,처리완료,장현석,59.0,4.0,Y
INQ-20244664,2024-06-26 04:11,2024-06,수,04시,경남,이메일,상품문의,낮음,처리완료,윤지아,2.0,5.0,Y
INQ-20244966,2024-06-26 04:50,2024-06,수,04시,부산,카카오톡,결제문의,보통,처리중,한승호,,,미결
INQ-20243991,2024-06-26 08:10,2024-06,수,08시,충북,채팅,반품/교환,보통,처리완료,김민지,34.0,4.0,Y
INQ-20242235,2024-06-26 08:12,2024-06,수,08시,경북,전화,배송문의,낮음,처리중,박소연,,,미결
INQ-20242167,2024-06-26 08:14,2024-06,수,08시,경기,카카오톡,계정문의,보통,처리완료,한승호,30.0,3.0,Y
INQ-20242305,2024-06-26 10:29,2024-06,수,10시,경기,카카오톡,반품/교환,높음,처리완료,최현우,37.0,2.0,Y
INQ-20243492,2024-06-26 12:10,2024-06,수,12시,제주,전화,반품/교환,높음,처리중,장현석,,,미결
INQ-20242699,2024-06-26 13:50,2024-06,수,13시,전북,채팅,배송문의,보통,처리완료,이재원,30.0,3.0,N
INQ-20244046,2024-06-26 16:14,2024-06,수,16시,서울,전화,기타,높음,처리중,이재원,,,미결
INQ-20240147,2024-06-26 17:40,2024-06,수,17시,인천,앱,상품문의,낮음,처리완료,최현우,14.0,4.0,Y
INQ-20241907,2024-06-26 19:32,2024-06,수,19시,경기,카카오톡,계정문의,보통,처리완료,장현석,38.0,5.0,Y
INQ-20241940,2024-06-27 02:28,2024-06,목,02시,경기,채팅,배송문의,높음,처리중,한승호,,,미결
INQ-20240126,2024-06-27 04:39,2024-06,목,04시,대구,이메일,결제문의,높음,처리중,이재원,,,미결
INQ-20241376,2024-06-27 07:38,2024-06,목,07시,서울,채팅,상품문의,보통,처리완료,이재원,7.0,4.0,Y
INQ-20242229,2024-06-27 10:19,2024-06,목,10시,경기,채팅,계정문의,보통,처리완료,정다은,19.0,4.0,Y
INQ-20242518,2024-06-27 12:25,2024-06,목,12시,경기,전화,결제문의,보통,처리완료,장현석,29.0,3.0,Y
INQ-20244930,2024-06-27 13:09,2024-06,목,13시,경기,채팅,배송문의,보통,처리완료,장현석,11.0,2.0,Y
INQ-20244393,2024-06-27 16:12,2024-06,목,16시,경기,채팅,상품문의,보통,처리중,이재원,,,미결
INQ-20244820,2024-06-27 16:40,2024-06,목,16시,서울,전화,상품문의,보통,처리완료,김민지,12.0,3.0,Y
INQ-20240394,2024-06-27 20:54,2024-06,목,20시,강원,전화,서비스불만,보통,처리완료,김민지,14.0,5.0,Y
INQ-20243101,2024-06-27 21:18,2024-06,목,21시,서울,이메일,배송문의,낮음,처리완료,정다은,29.0,4.0,N
INQ-20244917,2024-06-27 22:20,2024-06,목,22시,경기,전화,계정문의,보통,처리중,한승호,,,미결
INQ-20241322,2024-06-27 23:07,2024-06,목,23시,경기,채팅,계정문의,보통,처리완료,김민지,36.0,3.0,Y
INQ-20244654,2024-06-27 23:36,2024-06,목,23시,경기,전화,반품/교환,높음,처리중,김민지,,,미결
INQ-20244687,2024-06-28 00:07,2024-06,금,00시,서울,채팅,결제문의,보통,처리완료,김민지,32.0,4.0,N
INQ-20242957,2024-06-28 00:56,2024-06,금,00시,부산,카카오톡,상품문의,보통,처리중,이재원,,,미결
INQ-20240084,2024-06-28 03:20,2024-06,금,03시,인천,카카오톡,배송문의,보통,대기,장현석,,,미결
INQ-20243573,2024-06-28 03:40,2024-06,금,03시,서울,카카오톡,결제문의,보통,처리중,윤지아,,,미결
INQ-20242086,2024-06-28 05:23,2024-06,금,05시,인천,이메일,결제문의,보통,처리완료,정다은,25.0,5.0,Y
INQ-20243305,2024-06-28 06:11,2024-06,금,06시,울산,채팅,결제문의,높음,대기,최현우,,,미결
INQ-20241773,2024-06-28 08:14,2024-06,금,08시,서울,채팅,반품/교환,보통,처리완료,한승호,41.0,4.0,Y
INQ-20244473,2024-06-28 09:10,2024-06,금,09시,경기,전화,배송문의,낮음,처리완료,박소연,9.0,5.0,Y
INQ-20243014,2024-06-28 09:11,2024-06,금,09시,서울,카카오톡,계정문의,보통,처리중,정다은,,,미결
INQ-20243068,2024-06-28 09:37,2024-06,금,09시,충북,전화,배송문의,보통,처리중,박소연,,,미결
INQ-20241259,2024-06-28 10:33,2024-06,금,10시,경기,이메일,결제문의,보통,처리완료,최현우,27.0,5.0,Y
INQ-20241056,2024-06-28 11:32,2024-06,금,11시,전남,전화,배송문의,낮음,대기,김민지,,,미결
INQ-20244914,2024-06-28 13:20,2024-06,금,13시,부산,전화,계정문의,보통,처리완료,장현석,17.0,4.0,Y
INQ-20240035,2024-06-28 15:55,2024-06,금,15시,충북,채팅,배송문의,보통,처리완료,한승호,21.0,3.0,N
INQ-20242322,2024-06-28 19:05,2024-06,금,19시,부산,채팅,반품/교환,보통,처리중,이재원,,,미결
INQ-20243717,2024-06-28 22:41,2024-06,금,22시,강원,전화,배송문의,보통,대기,한승호,,,미결
INQ-20240012,2024-06-28 23:07,2024-06,금,23시,경기,채팅,결제문의,보통,처리중,윤지아,,,미결
INQ-20244340,2024-06-29 01:09,2024-06,토,01시,서울,이메일,상품문의,보통,대기,윤지아,,,미결
INQ-20244761,2024-06-29 01:18,2024-06,토,01시,서울,카카오톡,결제문의,보통,대기,장현석,,,미결
INQ-20241127,2024-06-29 01:59,2024-06,토,01시,대전,전화,배송문의,보통,처리중,김민지,,,미결
INQ-20241087,2024-06-29 02:50,2024-06,토,02시,경남,이메일,서비스불만,보통,대기,김민지,,,미결
INQ-20242988,2024-06-29 05:58,2024-06,토,05시,서울,전화,배송문의,높음,처리완료,이재원,1.0,4.0,Y
INQ-20241216,2024-06-29 11:49,2024-06,토,11시,울산,채팅,반품/교환,낮음,처리완료,이재원,12.0,5.0,Y
INQ-20240282,2024-06-29 14:35,2024-06,토,14시,서울,이메일,배송문의,낮음,처리완료,이재원,16.0,4.0,Y
INQ-20242032,2024-06-29 15:42,2024-06,토,15시,대구,전화,배송문의,보통,처리완료,이재원,34.0,4.0,N
INQ-20240887,2024-06-29 16:22,2024-06,토,16시,서울,전화,반품/교환,보통,처리완료,정다은,15.0,5.0,Y
INQ-20240991,2024-06-29 16:42,2024-06,토,16시,서울,전화,결제문의,낮음,처리완료,장현석,5.0,5.0,Y
INQ-20244375,2024-06-29 16:49,2024-06,토,16시,경기,전화,계정문의,보통,처리완료,장현석,20.0,3.0,Y
INQ-20244100,2024-06-29 18:45,2024-06,토,18시,서울,이메일,결제문의,낮음,처리완료,이재원,25.0,4.0,Y
INQ-20244488,2024-06-29 19:50,2024-06,토,19시,울산,전화,반품/교환,높음,처리중,장현석,,,미결
INQ-20240236,2024-06-29 21:41,2024-06,토,21시,경기,전화,배송문의,낮음,재문의,윤지아,,,미결
INQ-20242985,2024-06-29 22:12,2024-06,토,22시,인천,전화,상품문의,낮음,처리중,윤지아,,,미결
INQ-20241625,2024-06-29 22:37,2024-06,토,22시,경기,전화,계정문의,낮음,처리완료,최현우,25.0,4.0,Y
INQ-20242939,2024-06-29 22:44,2024-06,토,22시,경기,이메일,서비스불만,보통,처리완료,김민지,34.0,5.0,Y
INQ-20240390,2024-06-30 03:42,2024-06,일,03시,서울,이메일,상품문의,높음,처리완료,한승호,13.0,5.0,Y
INQ-20243920,2024-06-30 04:34,2024-06,일,04시,부산,카카오톡,상품문의,보통,처리완료,윤지아,13.0,5.0,Y
INQ-20241114,2024-06-30 05:01,2024-06,일,05시,서울,카카오톡,상품문의,낮음,처리완료,한승호,9.0,5.0,Y
INQ-20241863,2024-06-30 08:10,2024-06,일,08시,전북,전화,배송문의,높음,처리완료,김민지,10.0,3.0,Y
INQ-20243863,2024-06-30 08:29,2024-06,일,08시,충북,채팅,반품/교환,높음,처리완료,장현석,58.0,5.0,Y
INQ-20240498,2024-06-30 09:11,2024-06,일,09시,서울,이메일,상품문의,높음,처리완료,김민지,14.0,5.0,Y
INQ-20242303,2024-06-30 10:33,2024-06,일,10시,서울,채팅,서비스불만,보통,처리완료,정다은,34.0,5.0,Y
INQ-20241714,2024-06-30 11:21,2024-06,일,11시,경남,전화,상품문의,보통,처리완료,정다은,9.0,4.0,Y
INQ-20241977,2024-06-30 12:00,2024-06,일,12시,경기,이메일,배송문의,보통,처리완료,한승호,8.0,4.0,Y
INQ-20240650,2024-06-30 12:26,2024-06,일,12시,경남,채팅,서비스불만,보통,처리완료,이재원,57.0,2.0,Y
INQ-20240477,2024-06-30 13:29,2024-06,일,13시,서울,전화,계정문의,높음,처리완료,정다은,32.0,5.0,Y
INQ-20243312,2024-06-30 14:58,2024-06,일,14시,대구,이메일,계정문의,보통,처리중,윤지아,,,미결
INQ-20243839,2024-06-30 15:36,2024-06,일,15시,경기,카카오톡,배송문의,보통,처리완료,장현석,20.0,5.0,Y
INQ-20240630,2024-06-30 15:55,2024-06,일,15시,부산,이메일,기타,낮음,처리완료,최현우,6.0,3.0,Y
INQ-20241236,2024-06-30 16:43,2024-06,일,16시,경기,앱,배송문의,보통,처리완료,한승호,27.0,5.0,N
INQ-20242093,2024-06-30 16:51,2024-06,일,16시,경기,이메일,반품/교환,보통,처리중,이재원,,,미결
INQ-20242766,2024-06-30 17:18,2024-06,일,17시,서울,이메일,서비스불만,보통,처리중,장현석,,,미결
INQ-20241835,2024-06-30 18:19,2024-06,일,18시,경기,이메일,반품/교환,보통,처리완료,이재원,28.0,4.0,Y
INQ-20242662,2024-06-30 18:58,2024-06,일,18시,충북,이메일,상품문의,낮음,재문의,이재원,,,미결
